"Earnings Per Share, Basic",Ticker,Fiscal Year,Fiscal Period
-0.23534,NET,2021,Q4
-0.12918,NET,2022,Q1
-0.19538,NET,2022,Q2
-0.13027,NET,2022,Q3
3.86233,NEU,2016,Q4
5.40511,NEU,2017,Q1
5.3029,NEU,2017,Q2
5.05301,NEU,2017,Q3
0.34482,NEU,2017,Q4
5.14921,NEU,2018,Q1
4.54026,NEU,2018,Q2
5.12631,NEU,2018,Q3
5.58646,NEU,2018,Q4
5.57093,NEU,2019,Q1
6.64284,NEU,2019,Q2
6.07245,NEU,2019,Q3
4.48701,NEU,2019,Q4
7.68148,NEU,2020,Q1
2.04961,NEU,2020,Q2
8.78602,NEU,2020,Q3
6.13558,NEU,2020,Q4
6.39501,NEU,2021,Q1
4.7658,NEU,2021,Q2
4.7851,NEU,2021,Q3
1.60205,NEU,2021,Q4
5.68841,NEU,2022,Q1
6.45986,NEU,2022,Q2
6.23777,NEU,2022,Q3
-0.26531,NEWR,2016,Q3
-0.28299,NEWR,2016,Q4
-0.29674,NEWR,2017,Q1
-0.26858,NEWR,2017,Q2
-0.14003,NEWR,2017,Q3
-0.12514,NEWR,2017,Q4
-0.09994,NEWR,2018,Q1
-0.147,NEWR,2018,Q2
-0.17695,NEWR,2018,Q3
-0.29259,NEWR,2018,Q4
-0.26179,NEWR,2019,Q1
-0.31885,NEWR,2019,Q2
-0.46302,NEWR,2019,Q3
-0.4711,NEWR,2019,Q4
-0.49654,NEWR,2020,Q1
-0.78536,NEWR,2020,Q2
-0.87607,NEWR,2020,Q3
-0.98535,NEWR,2020,Q4
-1.284,NEWR,2021,Q1
-0.84263,NEWR,2021,Q2
-0.97556,NEWR,2021,Q3
-0.83517,NEWR,2021,Q4
-0.75637,NEWR,2022,Q1
-0.69598,NEWR,2022,Q2
1.04365,NFG,2017,Q1
1.04629,NFG,2017,Q2
0.69906,NFG,2017,Q3
0.53296,NFG,2017,Q4
2.3199,NFG,2018,Q1
1.07039,NFG,2018,Q2
0.73346,NFG,2018,Q3
0.44202,NFG,2018,Q4
1.19327,NFG,2019,Q1
1.04994,NFG,2019,Q2
0.73868,NFG,2019,Q3
0.54777,NFG,2019,Q4
1.00246,NFG,2020,Q1
-1.22537,NFG,2020,Q2
0.46896,NFG,2020,Q3
-1.59981,NFG,2020,Q4
0.85459,NFG,2021,Q1
1.23337,NFG,2021,Q2
0.94939,NFG,2021,Q3
0.95373,NFG,2021,Q4
1.45196,NFG,2022,Q1
1.8334,NFG,2022,Q2
1.18263,NFG,2022,Q3
0.15532,NFLX,2016,Q4
0.41389,NFLX,2017,Q1
0.15206,NFLX,2017,Q2
0.2997,NFLX,2017,Q3
0.42831,NFLX,2017,Q4
0.66822,NFLX,2018,Q1
0.88336,NFLX,2018,Q2
0.92434,NFLX,2018,Q3
0.3069,NFLX,2018,Q4
0.7874,NFLX,2019,Q1
0.61849,NFLX,2019,Q2
1.51848,NFLX,2019,Q3
1.33842,NFLX,2019,Q4
1.61389,NFLX,2020,Q1
1.63469,NFLX,2020,Q2
1.78915,NFLX,2020,Q3
1.22596,NFLX,2020,Q4
3.85068,NFLX,2021,Q1
3.0531,NFLX,2021,Q2
3.26962,NFLX,2021,Q3
1.36974,NFLX,2021,Q4
3.60222,NFLX,2022,Q1
3.24132,NFLX,2022,Q2
3.14298,NFLX,2022,Q3
0.595,NFX,2018,Q2
1.12,NFX,2018,Q3
0.81795,NGHC,2020,Q1
1.38846,NGHC,2020,Q2
0.90016,NGHC,2020,Q3
1.11957,NGHC,2020,Q4
-1.56053,NGL,2017,Q2
0.33071,NGL,2017,Q3
0.75681,NGL,2017,Q4
-1.3867,NGL,2018,Q1
2.90492,NGL,2018,Q2
0.8946,NGL,2018,Q3
0.50098,NGL,2018,Q4
0.06599,NGL,2019,Q1
-1.5848,NGL,2019,Q2
0.33663,NGL,2019,Q3
-1.91994,NGL,2019,Q4
-0.27415,NGL,2020,Q1
0.04401,NGL,2020,Q2
-2.94978,NGL,2020,Q3
-1.78064,NGL,2020,Q4
-1.04125,NGL,2021,Q1
-0.01186,NGL,2021,Q2
-0.14599,NGL,2021,Q3
-0.22484,NGL,2021,Q4
-0.03604,NGL,2022,Q1
0.02686,NGL,2022,Q2
0.09176,NGVC,2017,Q1
0.13334,NGVC,2017,Q2
0.02662,NGVC,2017,Q3
0.05503,NGVC,2017,Q4
0.23164,NGVC,2018,Q1
0.15148,NGVC,2018,Q2
0.08856,NGVC,2018,Q3
0.09336,NGVC,2018,Q4
0.09723,NGVC,2019,Q1
0.17107,NGVC,2019,Q2
0.08866,NGVC,2019,Q3
0.06042,NGVC,2019,Q4
0.08286,NGVC,2020,Q1
0.43111,NGVC,2020,Q2
0.20951,NGVC,2020,Q3
0.16563,NGVC,2020,Q4
0.161,NGVC,2021,Q1
0.20831,NGVC,2021,Q2
0.22295,NGVC,2021,Q3
0.31888,NGVC,2021,Q4
0.39412,NGVC,2022,Q1
0.28053,NGVC,2022,Q2
0.17344,NGVC,2022,Q3
0.09511,NGVC,2022,Q4
0.21603,NGVT,2016,Q4
0.45102,NGVT,2017,Q1
0.76166,NGVT,2017,Q2
0.80211,NGVT,2017,Q3
0.98791,NGVT,2017,Q4
0.73175,NGVT,2018,Q1
1.10966,NGVT,2018,Q2
1.17762,NGVT,2018,Q3
1.00386,NGVT,2018,Q4
0.54443,NGVT,2019,Q1
1.35739,NGVT,2019,Q2
1.43168,NGVT,2019,Q3
1.05918,NGVT,2019,Q4
1.08654,NGVT,2020,Q1
0.48989,NGVT,2020,Q2
1.69356,NGVT,2020,Q3
1.11868,NGVT,2020,Q4
1.20473,NGVT,2021,Q1
1.09588,NGVT,2021,Q2
-0.10502,NGVT,2021,Q3
0.76764,NGVT,2021,Q4
1.54707,NGVT,2022,Q1
1.55325,NGVT,2022,Q2
1.99471,NGVT,2022,Q3
-7.39048,NH,2016,Q4
-5.06847,NH,2017,Q1
-8.63716,NH,2017,Q2
-5.44512,NH,2017,Q3
-2.77843,NH,2017,Q4
-3.06093,NH,2018,Q1
-3.23049,NH,2018,Q2
-13.39862,NH,2018,Q3
-6.72605,NH,2018,Q4
-2.71778,NH,2019,Q1
-2.00706,NH,2019,Q2
-2.22682,NH,2019,Q3
-1.59232,NH,2019,Q4
3.12604,NH,2020,Q1
-6.5447,NH,2020,Q2
-1.48763,NH,2020,Q3
-2.70926,NH,2020,Q4
-2.07516,NH,2021,Q1
-2.06102,NH,2021,Q2
-1.42968,NH,2021,Q3
-2.08958,NH,2021,Q4
-2.07108,NH,2022,Q1
-1.62342,NH,2022,Q2
-1.77198,NH,2022,Q3
0.91599,NHC,2016,Q4
0.84099,NHC,2017,Q1
0.70183,NHC,2017,Q2
0.74734,NHC,2017,Q3
1.41344,NHC,2017,Q4
-0.18374,NHC,2018,Q1
1.47586,NHC,2018,Q2
1.38857,NHC,2018,Q3
1.1914,NHC,2018,Q4
1.39699,NHC,2019,Q1
0.89832,NHC,2019,Q2
1.27397,NHC,2019,Q3
0.90124,NHC,2019,Q4
-1.75563,NHC,2020,Q1
1.85187,NHC,2020,Q2
0.83957,NHC,2020,Q3
1.79924,NHC,2020,Q4
1.3875,NHC,2021,Q1
6.84279,NHC,2021,Q2
-0.21815,NHC,2021,Q3
1.02419,NHC,2021,Q4
0.99359,NHC,2022,Q1
0.20728,NHC,2022,Q2
-0.15719,NHC,2022,Q3
-0.31162,NHHS,2016,Q4
-0.14586,NHHS,2017,Q1
-0.11585,NHHS,2017,Q2
-0.2376,NHHS,2017,Q3
0.23763,NHHS,2017,Q4
-0.17997,NHHS,2018,Q1
-0.182,NHHS,2018,Q2
-0.03523,NHHS,2018,Q3
-0.41032,NHHS,2018,Q4
-0.0985,NHHS,2019,Q1
-0.09068,NHHS,2019,Q2
-0.07734,NHHS,2019,Q3
-0.14057,NHHS,2019,Q4
-0.06602,NHHS,2020,Q1
-0.73563,NHHS,2020,Q2
-0.09479,NHHS,2020,Q3
-0.48228,NHHS,2020,Q4
-0.05489,NHHS,2021,Q1
-0.03588,NHHS,2021,Q2
-0.06103,NHHS,2021,Q3
0.28158,NHHS,2021,Q4
-0.0674,NHHS,2022,Q1
0.03508,NHHS,2022,Q2
-0.15123,NHHS,2022,Q3
0.83312,NHI,2019,Q1
0.9247,NHI,2019,Q2
0.98282,NHI,2019,Q3
0.95317,NHI,2019,Q4
1.36781,NHI,2020,Q1
0.99368,NHI,2020,Q2
0.95373,NHI,2020,Q3
0.82791,NHI,2020,Q4
0.77987,NHI,2021,Q1
0.85458,NHI,2021,Q2
0.67205,NHI,2021,Q3
0.13956,NHI,2021,Q4
0.18318,NHI,2022,Q1
0.47416,NHI,2022,Q2
0.77736,NHI,2022,Q3
1.69874,NHTC,2016,Q4
0.9284,NHTC,2017,Q1
0.91639,NHTC,2017,Q2
0.6518,NHTC,2017,Q3
-0.39808,NHTC,2017,Q4
0.78185,NHTC,2018,Q1
0.79864,NHTC,2018,Q2
0.6746,NHTC,2018,Q3
0.49095,NHTC,2018,Q4
-0.16968,NHTC,2019,Q1
0.03583,NHTC,2019,Q2
-0.11709,NHTC,2019,Q3
-0.27186,NHTC,2019,Q4
-0.05466,NHTC,2020,Q1
0.00321,NHTC,2020,Q2
0.05946,NHTC,2020,Q3
0.06931,NHTC,2020,Q4
0.01407,NHTC,2021,Q1
0.02106,NHTC,2021,Q2
0.04257,NHTC,2021,Q3
0.02097,NHTC,2021,Q4
-0.00941,NHTC,2022,Q1
0.0164,NHTC,2022,Q2
0.00411,NHTC,2022,Q3
0.27501,NI,2016,Q4
0.6528,NI,2017,Q1
-0.13658,NI,2017,Q2
0.04228,NI,2017,Q3
-0.15519,NI,2017,Q4
0.81683,NI,2018,Q1
0.06549,NI,2018,Q2
-0.94834,NI,2018,Q3
-0.05354,NI,2018,Q4
0.54928,NI,2019,Q1
0.75736,NI,2019,Q2
-0.01924,NI,2019,Q3
-0.40584,NI,2019,Q4
0.16132,NI,2020,Q1
-0.04824,NI,2020,Q2
-0.48632,NI,2020,Q3
0.18283,NI,2020,Q4
0.71734,NI,2021,Q1
0.11841,NI,2021,Q2
0.12573,NI,2021,Q3
0.3862,NI,2021,Q4
1.05036,NI,2022,Q1
0.13091,NI,2022,Q2
0.12795,NI,2022,Q3
0.21068,NICK,2016,Q3
-0.14029,NICK,2016,Q4
0.10597,NICK,2017,Q1
0.04444,NICK,2017,Q2
-0.37154,NICK,2017,Q3
0.08391,NICK,2017,Q4
0.18161,NICK,2018,Q1
0.0752,NICK,2018,Q2
-0.11534,NICK,2018,Q3
-0.58703,NICK,2018,Q4
0.07461,NICK,2019,Q1
0.03472,NICK,2019,Q2
0.03915,NICK,2019,Q3
0.31779,NICK,2019,Q4
0.18433,NICK,2020,Q1
0.16485,NICK,2020,Q2
0.50186,NICK,2020,Q3
0.24393,NICK,2020,Q4
0.22684,NICK,2021,Q1
0.21031,NICK,2021,Q2
-0.09191,NICK,2021,Q3
0.0474,NICK,2021,Q4
-0.23808,NICK,2022,Q1
-0.43613,NICK,2022,Q2
-1.8551,NINE,2017,Q4
0.07648,NINE,2018,Q1
0.37725,NINE,2018,Q2
0.5695,NINE,2018,Q3
-2.77656,NINE,2018,Q4
0.7091,NINE,2019,Q1
0.2081,NINE,2019,Q2
-0.70249,NINE,2019,Q3
-7.50886,NINE,2019,Q4
-10.2241,NINE,2020,Q1
-0.8099,NINE,2020,Q2
-0.61981,NINE,2020,Q3
-1.18496,NINE,2020,Q4
-0.27599,NINE,2021,Q1
-0.80619,NINE,2021,Q2
-0.52708,NINE,2021,Q3
-0.50736,NINE,2021,Q4
-0.22655,NINE,2022,Q1
-0.03172,NINE,2022,Q2
0.45935,NINE,2022,Q3
0.40575,NJR,2017,Q1
1.32949,NJR,2017,Q2
0.21939,NJR,2017,Q3
-0.42215,NJR,2017,Q4
1.42189,NJR,2018,Q1
1.6013,NJR,2018,Q2
-0.16241,NJR,2018,Q3
-0.18414,NJR,2018,Q4
0.97404,NJR,2019,Q1
0.82818,NJR,2019,Q2
-0.09377,NJR,2019,Q3
0.20099,NJR,2019,Q4
0.97226,NJR,2020,Q1
0.92595,NJR,2020,Q2
-0.28422,NJR,2020,Q3
0.45107,NJR,2020,Q4
0.84322,NJR,2021,Q1
1.55649,NJR,2021,Q2
-1.16271,NJR,2021,Q3
-0.01177,NJR,2021,Q4
1.15531,NJR,2022,Q1
1.00095,NJR,2022,Q2
0.13575,NJR,2022,Q3
0.56821,NJR,2022,Q4
0.5075,NKE,2017,Q2
0.69022,NKE,2017,Q3
0.61202,NKE,2017,Q4
0.57959,NKE,2018,Q1
0.47142,NKE,2018,Q2
-0.56729,NKE,2018,Q3
0.70815,NKE,2018,Q4
0.68507,NKE,2019,Q1
0.5356,NKE,2019,Q2
0.69994,NKE,2019,Q3
0.62978,NKE,2019,Q4
0.87494,NKE,2020,Q1
0.71447,NKE,2020,Q2
0.5442,NKE,2020,Q3
-0.50778,NKE,2020,Q4
0.97196,NKE,2021,Q1
0.7953,NKE,2021,Q2
0.91831,NKE,2021,Q3
0.95549,NKE,2021,Q4
1.19135,NKE,2022,Q1
0.84674,NKE,2022,Q2
0.8841,NKE,2022,Q3
0.91145,NKE,2022,Q4
0.93676,NKE,2023,Q1
-0.01342,NKLA,2018,Q3
0.04433,NKLA,2018,Q4
0.02732,NKLA,2019,Q1
0.02995,NKLA,2019,Q2
0.02564,NKLA,2019,Q3
0.00921,NKLA,2019,Q4
-0.0042,NKLA,2020,Q1
-0.21919,NKLA,2020,Q2
-0.34504,NKLA,2020,Q3
-0.38058,NKLA,2020,Q4
-0.30655,NKLA,2021,Q1
-0.36521,NKLA,2021,Q2
-0.6762,NKLA,2021,Q3
-0.38525,NKLA,2021,Q4
-0.37536,NKLA,2022,Q1
-0.40674,NKLA,2022,Q2
-0.53883,NKLA,2022,Q3
,NKT.CO,2016,Q3
,NKT.CO,2016,Q4
,NKT.CO,2017,Q1
,NKT.CO,2017,Q2
,NKT.CO,2017,Q3
,NKT.CO,2017,Q4
,NKT.CO,2018,Q1
,NKT.CO,2018,Q2
,NKT.CO,2018,Q3
,NKT.CO,2018,Q4
,NKT.CO,2019,Q1
,NKT.CO,2019,Q2
,NKT.CO,2019,Q3
-0.28294,NKTR,2016,Q4
-0.41562,NKTR,2017,Q1
-0.38539,NKTR,2017,Q2
0.38917,NKTR,2017,Q3
-0.21357,NKTR,2017,Q4
-0.59541,NKTR,2018,Q1
5.66852,NKTR,2018,Q2
-0.55671,NKTR,2018,Q3
-0.56626,NKTR,2018,Q4
-0.68166,NKTR,2019,Q1
-0.62966,NKTR,2019,Q2
-0.56328,NKTR,2019,Q3
-0.644,NKTR,2019,Q4
-0.78252,NKTR,2020,Q1
-0.44862,NKTR,2020,Q2
-0.60629,NKTR,2020,Q3
-0.65216,NKTR,2020,Q4
-0.67799,NKTR,2021,Q1
-0.69206,NKTR,2021,Q2
-0.7045,NKTR,2021,Q3
-0.79108,NKTR,2021,Q4
-0.48871,NKTR,2022,Q1
-0.85154,NKTR,2022,Q2
-0.31469,NKTR,2022,Q3
-1.05007,NKTX,2020,Q2
-0.28157,NKTX,2020,Q3
-0.36802,NKTX,2020,Q4
-0.39837,NKTX,2021,Q1
-0.44283,NKTX,2021,Q2
-0.45965,NKTX,2021,Q3
-0.46913,NKTX,2021,Q4
-0.53438,NKTX,2022,Q1
-0.55363,NKTX,2022,Q2
-0.58287,NKTX,2022,Q3
-0.00679,NLN,2017,Q1
-0.00845,NLN,2017,Q2
-0.01813,NLN,2017,Q3
0.07419,NLOK,2016,Q3
-0.23102,NLOK,2016,Q4
-0.21839,NLOK,2017,Q1
-0.01951,NLOK,2017,Q2
2.16801,NLOK,2017,Q3
-0.09501,NLOK,2017,Q4
-0.09615,NLOK,2018,Q1
-0.0127,NLOK,2018,Q2
0.10172,NLOK,2018,Q3
0.05354,NLOK,2018,Q4
0.042,NLOK,2019,Q1
1.26817,NLOK,2019,Q2
4.57395,NLOK,2019,Q3
0.385,NLOK,2019,Q4
0.2,NLOK,2020,Q1
0.10811,NLOK,2020,Q2
0.30118,NLOK,2020,Q3
0.33276,NLOK,2020,Q4
0.3073,NLOK,2021,Q1
0.57315,NLOK,2021,Q2
0.34708,NLOK,2021,Q3
0.19608,NLOK,2021,Q4
0.34602,NLOK,2022,Q1
0.11695,NLOK,2022,Q2
0.37547,NLS,2016,Q4
0.23094,NLS,2017,Q1
0.08093,NLS,2017,Q2
0.26801,NLS,2017,Q3
0.27715,NLS,2017,Q4
0.26585,NLS,2018,Q1
0.03074,NLS,2018,Q2
0.14276,NLS,2018,Q3
0.04585,NLS,2018,Q4
-0.28996,NLS,2019,Q1
-2.65737,NLS,2019,Q2
-0.35956,NLS,2019,Q3
0.17919,NLS,2019,Q4
0.0733,NLS,2020,Q1
-0.17086,NLS,2020,Q2
1.12651,NLS,2020,Q3
0.95542,NLS,2020,Q4
0.99961,NLS,2021,Q1
0.45647,NLS,2021,Q2
-0.14861,NLS,2021,Q3
-1.71742,NLS,2021,Q4
-0.72433,NLS,2022,Q1
-1.9432,NLS,2022,Q2
0.4449,NLSN,2016,Q4
0.19866,NLSN,2017,Q1
0.36712,NLSN,2017,Q2
0.40962,NLSN,2017,Q3
0.2274,NLSN,2017,Q4
0.20199,NLSN,2018,Q1
0.20238,NLSN,2018,Q2
0.27043,NLSN,2018,Q3
-2.68034,NLSN,2018,Q4
0.12098,NLSN,2019,Q1
0.34586,NLSN,2019,Q2
-1.32665,NLSN,2019,Q3
-0.30612,NLSN,2019,Q4
-0.05051,NLSN,2020,Q1
-0.08411,NLSN,2020,Q2
0.01961,NLSN,2020,Q3
0.09791,NLSN,2020,Q4
1.60081,NLSN,2021,Q1
0.21232,NLSN,2021,Q2
0.27895,NLSN,2021,Q3
0.59436,NLSN,2021,Q4
0.29238,NLSN,2022,Q1
0.30853,NLSN,2022,Q2
0.30019,NLSN,2022,Q3
-0.06406,NLST,2016,Q4
-0.05418,NLST,2017,Q1
-0.0622,NLST,2017,Q2
-0.0472,NLST,2017,Q3
-0.04299,NLST,2017,Q4
-0.05667,NLST,2018,Q1
-0.03727,NLST,2018,Q2
-0.04024,NLST,2018,Q3
-0.03161,NLST,2018,Q4
-0.02913,NLST,2019,Q1
-0.025,NLST,2019,Q2
-0.02099,NLST,2019,Q3
-0.01078,NLST,2019,Q4
-0.00909,NLST,2020,Q1
-0.01043,NLST,2020,Q2
-0.01108,NLST,2020,Q3
-0.00897,NLST,2020,Q4
-0.02188,NLST,2021,Q1
0.12911,NLST,2021,Q2
-0.04977,NLST,2021,Q3
-0.03279,NLST,2021,Q4
-0.02584,NLST,2022,Q1
-0.02141,NLST,2022,Q2
-0.04142,NLST,2022,Q3
-0.413,NMBL,2016,Q4
0.46595,NNN,2018,Q3
0.17725,NNN,2018,Q4
0.44344,NNN,2019,Q1
0.43296,NNN,2019,Q2
0.35236,NNN,2019,Q3
0.34265,NNN,2019,Q4
0.35485,NNN,2020,Q1
0.24377,NNN,2020,Q2
0.29871,NNN,2020,Q3
0.43124,NNN,2020,Q4
0.29843,NNN,2021,Q1
0.39257,NNN,2021,Q2
0.44928,NNN,2021,Q3
0.52107,NNN,2021,Q4
0.46566,NNN,2022,Q1
0.42393,NNN,2022,Q2
0.49983,NNN,2022,Q3
2.98126,NOC,2016,Q4
3.66133,NOC,2017,Q1
3.16332,NOC,2017,Q2
3.70264,NOC,2017,Q3
1.0224,NOC,2017,Q4
4.23982,NOC,2018,Q1
3.94842,NOC,2018,Q2
6.57094,NOC,2018,Q3
3.82199,NOC,2018,Q4
5.07647,NOC,2019,Q1
5.07067,NOC,2019,Q2
5.52071,NOC,2019,Q3
-2.42874,NOC,2019,Q4
5.17591,NOC,2020,Q1
6.02157,NOC,2020,Q2
5.91482,NOC,2020,Q3
1.97487,NOC,2020,Q4
13.458,NOC,2021,Q1
6.35806,NOC,2021,Q2
6.5902,NOC,2021,Q3
16.9587,NOC,2021,Q4
5.97622,NOC,2022,Q1
6.0641,NOC,2022,Q2
5.89182,NOC,2022,Q3
7.39097,NOG,2022,Q3
-1.88391,NOV,2016,Q4
-0.32447,NOV,2017,Q1
-0.19841,NOV,2017,Q2
-0.06897,NOV,2017,Q3
-0.03714,NOV,2017,Q4
-0.18037,NOV,2018,Q1
0.06366,NOV,2018,Q2
0.00264,NOV,2018,Q3
0.03166,NOV,2018,Q4
-0.20263,NOV,2019,Q1
-14.10733,NOV,2019,Q2
-0.63542,NOV,2019,Q3
-1.00785,NOV,2019,Q4
-5.34465,NOV,2020,Q1
-0.24156,NOV,2020,Q2
-0.14323,NOV,2020,Q3
-0.90365,NOV,2020,Q4
-0.2987,NOV,2021,Q1
-0.06718,NOV,2021,Q2
-0.17876,NOV,2021,Q3
-0.10256,NOV,2021,Q4
-0.1292,NOV,2022,Q1
0.17692,NOV,2022,Q2
0.08184,NOV,2022,Q3
0.22346,NOVT,2016,Q4
0.98524,NOVT,2017,Q1
0.26996,NOVT,2017,Q2
0.21623,NOVT,2017,Q3
0.25443,NOVT,2017,Q4
0.34142,NOVT,2018,Q1
0.31474,NOVT,2018,Q2
0.41703,NOVT,2018,Q3
0.33348,NOVT,2018,Q4
0.35051,NOVT,2019,Q1
0.29654,NOVT,2019,Q2
0.2544,NOVT,2019,Q3
0.26271,NOVT,2019,Q4
0.33987,NOVT,2020,Q1
0.33183,NOVT,2020,Q2
0.23499,NOVT,2020,Q3
0.36012,NOVT,2020,Q4
0.32059,NOVT,2021,Q1
0.33062,NOVT,2021,Q2
0.38376,NOVT,2021,Q3
0.38802,NOVT,2021,Q4
0.53036,NOVT,2022,Q1
0.49257,NOVT,2022,Q2
0.62946,NOVT,2022,Q3
-0.19532,NOW,2016,Q4
-0.24097,NOW,2017,Q1
-0.33138,NOW,2017,Q2
-0.14072,NOW,2017,Q3
-0.16013,NOW,2017,Q4
0.06053,NOW,2018,Q1
-0.29742,NOW,2018,Q2
0.04703,NOW,2018,Q3
0.03901,NOW,2018,Q4
-0.00849,NOW,2019,Q1
-0.05932,NOW,2019,Q2
0.21573,NOW,2019,Q3
3.17061,NOW,2019,Q4
0.25363,NOW,2020,Q1
0.2131,NOW,2020,Q2
0.06489,NOW,2020,Q3
0.08636,NOW,2020,Q4
0.41704,NOW,2021,Q1
0.30007,NOW,2021,Q2
0.31658,NOW,2021,Q3
0.13065,NOW,2021,Q4
0.37688,NOW,2022,Q1
0.0995,NOW,2022,Q2
0.39604,NOW,2022,Q3
0.977,NP,2016,Q4
1.04893,NP,2017,Q1
1.48854,NP,2017,Q2
1.11832,NP,2017,Q3
1.12266,NP,2017,Q4
0.9616,NP,2018,Q1
-0.28526,NP,2018,Q2
0.71814,NP,2018,Q3
0.76435,NP,2018,Q4
0.6998,NP,2019,Q1
0.80664,NP,2019,Q2
0.85572,NP,2019,Q3
0.92626,NP,2019,Q4
0.9752,NP,2020,Q1
-2.9809,NP,2020,Q2
0.47007,NP,2020,Q3
0.59446,NP,2020,Q4
0.49302,NP,2021,Q1
-1.76418,NP,2021,Q2
0.19607,NP,2021,Q3
-0.4044,NP,2021,Q4
0.33959,NP,2022,Q1
0.04705,NPTN,2016,Q4
-0.27037,NPTN,2017,Q1
-0.21611,NPTN,2017,Q2
-0.41532,NPTN,2017,Q3
-0.32391,NPTN,2017,Q4
-0.41226,NPTN,2018,Q1
-0.23591,NPTN,2018,Q2
-0.17867,NPTN,2018,Q3
-0.14573,NPTN,2018,Q4
-0.30359,NPTN,2019,Q1
-0.15669,NPTN,2019,Q2
0.04765,NPTN,2019,Q3
0.04278,NPTN,2019,Q4
0.12973,NPTN,2020,Q1
0.11665,NPTN,2020,Q2
-0.09817,NPTN,2020,Q3
-0.22871,NPTN,2020,Q4
-0.21082,NPTN,2021,Q1
-0.34371,NPTN,2021,Q2
-0.03605,NPTN,2021,Q3
-0.1955,NPTN,2021,Q4
-0.06244,NPTN,2022,Q1
0.17396,NPTN,2022,Q2
-3.10377,NRG,2016,Q4
-0.51582,NRG,2017,Q1
-1.98418,NRG,2017,Q2
0.53943,NRG,2017,Q3
-4.80878,NRG,2017,Q4
0.87736,NRG,2018,Q1
0.23226,NRG,2018,Q2
-0.23746,NRG,2018,Q3
-0.04152,NRG,2018,Q4
1.73381,NRG,2019,Q1
0.75564,NRG,2019,Q2
1.46457,NRG,2019,Q3
13.532,NRG,2019,Q4
0.4879,NRG,2020,Q1
1.28279,NRG,2020,Q2
1.0122,NRG,2020,Q3
-0.71488,NRG,2020,Q4
-0.33469,NRG,2021,Q1
4.4,NRG,2021,Q2
6.60408,NRG,2021,Q3
-1.74286,NRG,2021,Q4
7.08571,NRG,2022,Q1
2.16456,NRG,2022,Q2
0.28511,NRG,2022,Q3
-0.03579,NRTHF,2016,Q4
-0.05039,NRTHF,2017,Q1
0.03689,NRTHF,2017,Q2
-0.03194,NRTHF,2017,Q3
0.04766,NRTHF,2017,Q4
-0.07588,NRTHF,2018,Q1
-0.04238,NRTHF,2018,Q2
-0.14081,NS,2016,Q4
0.73675,NS,2017,Q1
0.29055,NS,2017,Q2
0.41483,NS,2017,Q3
0.26995,NS,2017,Q4
1.35362,NS,2018,Q1
0.31547,NS,2018,Q2
0.46167,NS,2018,Q3
0.01981,NS,2018,Q4
-2.58401,NS,2019,Q1
0.42641,NS,2019,Q2
0.44366,NS,2019,Q3
0.72534,NS,2019,Q4
-1.35578,NS,2020,Q1
0.2726,NS,2020,Q2
-0.88502,NS,2020,Q3
0.14185,NS,2020,Q4
0.38589,NS,2021,Q1
0.57881,NS,2021,Q2
-1.1406,NS,2021,Q3
0.52512,NS,2021,Q4
0.11241,NS,2022,Q1
0.53668,NS,2022,Q2
0.54059,NS,2022,Q3
-0.18964,NSA,2019,Q2
-0.20458,NSA,2019,Q3
0.16544,NSA,2019,Q4
0.05644,NSA,2020,Q1
0.10479,NSA,2020,Q2
0.14817,NSA,2020,Q3
0.21336,NSA,2020,Q4
0.24463,NSA,2021,Q1
0.35438,NSA,2021,Q2
0.31242,NSA,2021,Q3
0.25732,NSA,2021,Q4
0.24452,NSA,2022,Q1
0.23657,NSA,2022,Q2
0.20585,NSA,2022,Q3
1.42955,NSC,2016,Q4
1.49156,NSC,2017,Q1
1.71972,NSC,2017,Q2
1.76245,NSC,2017,Q3
13.91304,NSC,2017,Q4
1.94709,NSC,2018,Q1
2.524,NSC,2018,Q2
2.54809,NSC,2018,Q3
2.59519,NSC,2018,Q4
2.53463,NSC,2019,Q1
2.72762,NSC,2019,Q2
2.50763,NSC,2019,Q3
2.56746,NSC,2019,Q4
1.48076,NSC,2020,Q1
1.53545,NSC,2020,Q2
2.23576,NSC,2020,Q3
2.64903,NSC,2020,Q4
2.67701,NSC,2021,Q1
3.25776,NSC,2021,Q2
3.03018,NSC,2021,Q3
3.22444,NSC,2021,Q4
2.92718,NSC,2022,Q1
3.42248,NSC,2022,Q2
4.04732,NSC,2022,Q3
0.2545,NSH_delist,2016,Q4
0.7206,NSH_delist,2017,Q1
2.17599,NSH_delist,2017,Q2
0.46776,NSH_delist,2017,Q3
0.31553,NSH_delist,2017,Q4
0.50626,NSH_delist,2018,Q1
0.22534,NSP,2016,Q4
0.84724,NSP,2017,Q1
0.33666,NSP,2017,Q2
0.46109,NSP,2017,Q3
0.373,NSP,2017,Q4
1.19848,NSP,2018,Q1
0.58198,NSP,2018,Q2
0.86436,NSP,2018,Q3
0.59426,NSP,2018,Q4
1.85786,NSP,2019,Q1
0.69665,NSP,2019,Q2
0.63481,NSP,2019,Q3
0.51352,NSP,2019,Q4
1.58832,NSP,2020,Q1
1.33768,NSP,2020,Q2
0.51785,NSP,2020,Q3
0.11262,NSP,2020,Q4
1.61516,NSP,2021,Q1
0.65831,NSP,2021,Q2
0.70787,NSP,2021,Q3
