"Earnings Per Share, Basic",Ticker,Fiscal Year,Fiscal Period
0.24414,CGNX,2019,Q3
0.46806,CGNX,2019,Q4
0.11877,CGNX,2020,Q1
-0.00663,CGNX,2020,Q2
0.50304,CGNX,2020,Q3
0.39555,CGNX,2020,Q4
0.39622,CGNX,2021,Q1
0.44018,CGNX,2021,Q2
0.44684,CGNX,2021,Q3
0.30155,CGNX,2021,Q4
0.38082,CGNX,2022,Q1
173238.23529,CGNX,2022,Q2
0.19613,CGNX,2022,Q3
-2.56131,CGRN,2016,Q3
-1.29232,CGRN,2016,Q4
-0.99608,CGRN,2017,Q1
-0.83116,CGRN,2017,Q2
-0.06311,CGRN,2017,Q3
-0.28175,CGRN,2017,Q4
-0.79288,CGRN,2018,Q1
-0.66962,CGRN,2018,Q2
-0.49581,CGRN,2018,Q3
-0.55261,CGRN,2018,Q4
-0.83485,CGRN,2019,Q1
-0.60671,CGRN,2019,Q2
-0.59263,CGRN,2019,Q3
-0.73985,CGRN,2019,Q4
-0.22368,CGRN,2020,Q1
-0.38915,CGRN,2020,Q2
-0.68541,CGRN,2020,Q3
-0.38628,CGRN,2020,Q4
-0.19344,CGRN,2021,Q1
-0.42205,CGRN,2021,Q2
-0.33929,CGRN,2021,Q3
-0.44918,CGRN,2021,Q4
-0.13442,CGRN,2022,Q1
-0.29878,CGRN,2022,Q2
0.10729,CHAP,2020,Q1
,CHAQ,2020,Q3
,CHAQ,2020,Q4
,CHAQ,2021,Q1
,CHAQ,2021,Q2
,CHAQ,2021,Q3
,CHAQ,2021,Q4
,CHAQ,2022,Q1
,CHAQ,2022,Q2
,CHAQ,2022,Q3
0.18242,CHART,2017,Q1
-0.06081,CHART,2017,Q2
0.63846,CHART,2017,Q3
-1.35191,CHART,2017,Q4
-0.7142,CHART,2018,Q1
0.20519,CHART,2018,Q2
0.61897,CHART,2018,Q3
-0.3497,CHART,2018,Q4
0.44788,CHART,2019,Q1
0.71766,CHART,2019,Q2
0.24554,CHART,2019,Q3
0.45179,CHART,2019,Q4
0.11477,CHART,2020,Q1
0.33969,CHART,2020,Q2
0.90625,CHART,2020,Q3
-0.05928,CHART,2020,Q4
-4.21498,CHART,2021,Q1
0.07634,CHART,2021,Q2
0.01238,CHART,2021,Q3
1.49784,CHART,2021,Q4
-0.58799,CHART,2022,Q1
-2.97091,CHART,2022,Q2
1.30184,CHART,2022,Q3
0.43024,CHD,2016,Q4
0.51751,CHD,2017,Q1
0.29183,CHD,2017,Q2
0.53424,CHD,2017,Q3
1.63023,CHD,2017,Q4
0.64434,CHD,2018,Q1
0.49714,CHD,2018,Q2
0.59544,CHD,2018,Q3
0.57908,CHD,2018,Q4
0.71394,CHD,2019,Q1
0.56232,CHD,2019,Q2
0.63736,CHD,2019,Q3
0.58795,CHD,2019,Q4
0.93567,CHD,2020,Q1
0.77051,CHD,2020,Q2
0.87283,CHD,2020,Q3
0.60638,CHD,2020,Q4
0.90008,CHD,2021,Q1
0.89029,CHD,2021,Q2
0.93926,CHD,2021,Q3
0.64452,CHD,2021,Q4
0.83736,CHD,2022,Q1
0.77123,CHD,2022,Q2
0.77059,CHD,2022,Q3
0.54694,CHDN,2016,Q4
0.14928,CHDN,2017,Q1
1.62112,CHDN,2017,Q2
0.36383,CHDN,2017,Q3
0.83589,CHDN,2017,Q4
4.21296,CHDN,2018,Q1
2.54568,CHDN,2018,Q2
1.3799,CHDN,2018,Q3
0.2801,CHDN,2018,Q4
0.28713,CHDN,2019,Q1
2.66418,CHDN,2019,Q2
0.37,CHDN,2019,Q3
0.09296,CHDN,2019,Q4
-0.58942,CHDN,2020,Q1
-3.00759,CHDN,2020,Q2
1.09091,CHDN,2020,Q3
0.43182,CHDN,2020,Q4
0.92564,CHDN,2021,Q1
2.77692,CHDN,2021,Q2
1.59067,CHDN,2021,Q3
1.12176,CHDN,2021,Q4
1.09922,CHDN,2022,Q1
8.85901,CHDN,2022,Q2
1.50794,CHDN,2022,Q3
1.98661,CHE,2016,Q4
1.84006,CHE,2017,Q1
-1.35274,CHE,2017,Q2
2.21814,CHE,2017,Q3
3.40439,CHE,2017,Q4
2.79478,CHE,2018,Q1
3.4284,CHE,2018,Q2
3.18792,CHE,2018,Q3
3.38999,CHE,2018,Q4
2.79974,CHE,2019,Q1
3.18489,CHE,2019,Q2
3.69018,CHE,2019,Q3
4.09363,CHE,2019,Q4
3.49515,CHE,2020,Q1
5.15872,CHE,2020,Q2
4.24909,CHE,2020,Q3
7.12018,CHE,2020,Q4
4.08495,CHE,2021,Q1
3.53042,CHE,2021,Q2
4.61943,CHE,2021,Q3
4.78764,CHE,2021,Q4
4.11683,CHE,2022,Q1
4.43454,CHE,2022,Q2
3.8088,CHE,2022,Q3
0.35237,CHEF,2016,Q4
-0.06327,CHEF,2017,Q1
0.14136,CHEF,2017,Q2
0.10927,CHEF,2017,Q3
0.35868,CHEF,2017,Q4
0.01934,CHEF,2018,Q1
0.24209,CHEF,2018,Q2
0.14295,CHEF,2018,Q3
0.30167,CHEF,2018,Q4
0.0385,CHEF,2019,Q1
0.26234,CHEF,2019,Q2
0.14975,CHEF,2019,Q3
0.36789,CHEF,2019,Q4
-0.4755,CHEF,2020,Q1
-0.56919,CHEF,2020,Q2
-0.34358,CHEF,2020,Q3
-1.02198,CHEF,2020,Q4
-0.49231,CHEF,2021,Q1
0.03016,CHEF,2021,Q2
0.09372,CHEF,2021,Q3
0.22898,CHEF,2021,Q4
0.03756,CHEF,2022,Q1
0.45592,CHEF,2022,Q2
0.22297,CHEF,2022,Q3
-0.01627,CHGG,2016,Q4
-0.06895,CHGG,2017,Q1
-0.06338,CHGG,2017,Q2
-0.11166,CHGG,2017,Q3
0.03355,CHGG,2017,Q4
-0.0236,CHGG,2018,Q1
-0.03467,CHGG,2018,Q2
-0.12003,CHGG,2018,Q3
0.04644,CHGG,2018,Q4
-0.03699,CHGG,2019,Q1
-0.01708,CHGG,2019,Q2
-0.09555,CHGG,2019,Q3
0.06783,CHGG,2019,Q4
-0.04666,CHGG,2020,Q1
0.0855,CHGG,2020,Q2
-0.29426,CHGG,2020,Q3
0.20191,CHGG,2020,Q4
-0.48514,CHGG,2021,Q1
0.24387,CHGG,2021,Q2
0.04595,CHGG,2021,Q3
0.16792,CHGG,2021,Q4
0.04024,CHGG,2022,Q1
0.05921,CHGG,2022,Q2
1.99222,CHGG,2022,Q3
0.57051,CHH,2016,Q4
0.51383,CHH,2017,Q1
0.80244,CHH,2017,Q2
0.84744,CHH,2017,Q3
-0.11445,CHH,2017,Q4
0.44428,CHH,2018,Q1
1.41649,CHH,2018,Q2
1.4273,CHH,2018,Q3
0.5653,CHH,2018,Q4
0.5435,CHH,2019,Q1
1.34463,CHH,2019,Q2
1.37695,CHH,2019,Q3
0.76126,CHH,2019,Q4
1.00217,CHH,2020,Q1
-0.04434,CHH,2020,Q2
0.26314,CHH,2020,Q3
0.14248,CHH,2020,Q4
0.40419,CHH,2021,Q1
1.55406,CHH,2021,Q2
2.10466,CHH,2021,Q3
1.15617,CHH,2021,Q4
1.20936,CHH,2022,Q1
1.91597,CHH,2022,Q2
1.85911,CHH,2022,Q3
-0.82187,CHK,2016,Q4
0.08278,CHK,2017,Q1
0.51982,CHK,2017,Q2
-0.0451,CHK,2017,Q3
0.34073,CHK,2017,Q4
0.29548,CHK,2018,Q1
-0.044,CHK,2018,Q2
0.06593,CHK,2018,Q3
0.53516,CHK,2018,Q4
-0.03188,CHK,2019,Q1
0.04601,CHK,2019,Q2
-0.05941,CHK,2019,Q3
-0.17744,CHK,2019,Q4
-852.96832,CHK,2020,Q1
-28.22952,CHK,2020,Q2
-76.17587,CHK,2020,Q3
-42.52709,CHK,2020,Q4
30.1852,CHK,2021,Q1
-44.71503,CHK,2021,Q2
-3.48194,CHK,2021,Q3
14.54882,CHK,2021,Q4
-6.87298,CHK,2022,Q1
11.1281,CHK,2022,Q2
7.9435,CHK,2022,Q3
-28.91094,CHKE,2016,Q4
-7.54881,CHKE,2017,Q1
-10.68103,CHKE,2017,Q2
-5.48594,CHKE,2017,Q3
-97.74777,CHKE,2017,Q4
-5.87542,CHKE,2018,Q1
-19.35974,CHKE,2018,Q2
0.13358,CHKE,2018,Q3
-1.24463,CHKE,2018,Q4
-4.40343,CHKE,2019,Q1
-2.34003,CHKE,2019,Q2
-12.33667,CHKE,2019,Q3
-2.05888,CHKE,2019,Q4
-3.31897,CHKE,2020,Q1
-2.37654,CHKE,2020,Q2
-10.621,CHKE,2020,Q3
-0.0468,CHNG,2018,Q4
-0.49708,CHNG,2019,Q1
-0.65804,CHNG,2019,Q2
0.35294,CHNG,2019,Q3
-4.66033,CHNG,2019,Q4
-0.18339,CHNG,2020,Q1
-0.13293,CHNG,2020,Q2
0.00684,CHNG,2020,Q3
-0.04083,CHNG,2020,Q4
-0.01125,CHNG,2021,Q1
-0.11234,CHNG,2021,Q2
-0.07551,CHNG,2021,Q3
0.02188,CHNG,2021,Q4
-0.07095,CHNG,2022,Q1
-2.15188,CHPT,2021,Q1
-2.16322,CHPT,2021,Q2
-2.16322,CHPT,2021,Q3
-0.06101,CHPT,2021,Q4
-0.27464,CHPT,2022,Q1
-0.2852,CHPT,2022,Q2
-1.71051,CHRS,2016,Q4
-1.53511,CHRS,2017,Q1
-1.07885,CHRS,2017,Q2
-1.09096,CHRS,2017,Q3
-0.83933,CHRS,2017,Q4
-0.73678,CHRS,2018,Q1
-0.68226,CHRS,2018,Q2
-0.86675,CHRS,2018,Q3
-0.91772,CHRS,2018,Q4
-0.28932,CHRS,2019,Q1
0.33919,CHRS,2019,Q2
0.67316,CHRS,2019,Q3
0.55868,CHRS,2019,Q4
0.50341,CHRS,2020,Q1
0.83026,CHRS,2020,Q2
0.38983,CHRS,2020,Q3
0.1344,CHRS,2020,Q4
-2.37457,CHRS,2021,Q1
-0.41053,CHRS,2021,Q2
-0.48761,CHRS,2021,Q3
-0.5787,CHRS,2021,Q4
-1.24375,CHRS,2022,Q1
-0.64664,CHRS,2022,Q2
-1.11451,CHRS,2022,Q3
0.86317,CHRW,2016,Q4
0.86285,CHRW,2017,Q1
0.7874,CHRW,2017,Q2
0.84877,CHRW,2017,Q3
1.0938,CHRW,2017,Q4
1.01617,CHRW,2018,Q1
1.14125,CHRW,2018,Q2
1.26728,CHRW,2018,Q3
1.35865,CHRW,2018,Q4
1.17362,CHRW,2019,Q1
1.23325,CHRW,2019,Q2
1.0739,CHRW,2019,Q3
0.72873,CHRW,2019,Q4
0.57683,CHRW,2020,Q1
1.06615,CHRW,2020,Q2
1.00631,CHRW,2020,Q3
1.08703,CHRW,2020,Q4
1.28844,CHRW,2021,Q1
1.44072,CHRW,2021,Q2
1.85474,CHRW,2021,Q3
1.88932,CHRW,2021,Q4
2.07405,CHRW,2022,Q1
2.71162,CHRW,2022,Q2
1.75848,CHRW,2022,Q3
0.16557,CHSP,2016,Q4
0.09487,CHSP,2017,Q1
0.3259,CHSP,2017,Q2
0.23888,CHSP,2017,Q3
0.46747,CHSP,2017,Q4
0.11077,CHSP,2018,Q1
0.40265,CHSP,2018,Q2
0.90245,CHSP,2018,Q3
0.22363,CHSP,2018,Q4
0.13893,CHSP,2019,Q1
0.30712,CHSP,2019,Q2
1.75142,CHTR,2016,Q4
0.5762,CHTR,2017,Q1
0.52759,CHTR,2017,Q2
0.18903,CHTR,2017,Q3
39.72252,CHTR,2017,Q4
0.70659,CHTR,2018,Q1
1.16546,CHTR,2018,Q2
2.13832,CHTR,2018,Q3
1.30472,CHTR,2018,Q4
1.1263,CHTR,2019,Q1
1.412,CHTR,2019,Q2
1.77162,CHTR,2019,Q3
3.35885,CHTR,2019,Q4
1.90539,CHTR,2020,Q1
3.72247,CHTR,2020,Q2
4.01386,CHTR,2020,Q3
6.32938,CHTR,2020,Q4
4.2162,CHTR,2021,Q1
5.32903,CHTR,2021,Q2
6.52965,CHTR,2021,Q3
9.16732,CHTR,2021,Q4
6.84987,CHTR,2022,Q1
8.9668,CHTR,2022,Q2
7.50137,CHTR,2022,Q3
-0.16881,CHWY,2018,Q4
-0.0752,CHWY,2019,Q1
-0.20855,CHWY,2019,Q2
-0.19685,CHWY,2019,Q3
-0.15185,CHWY,2019,Q4
-0.11926,CHWY,2020,Q1
-0.08115,CHWY,2020,Q2
-0.08026,CHWY,2020,Q3
0.05085,CHWY,2020,Q4
0.09324,CHWY,2021,Q1
-0.04005,CHWY,2021,Q2
-0.07716,CHWY,2021,Q3
-0.16775,CHWY,2021,Q4
0.04394,CHWY,2022,Q1
0.05315,CHWY,2022,Q2
0.00546,CHWY,2022,Q3
-0.06601,CIDM,2016,Q3
-0.97565,CIDM,2016,Q4
-0.47938,CIDM,2017,Q1
-0.59624,CIDM,2017,Q2
-0.20409,CIDM,2017,Q3
-0.00086,CIDM,2017,Q4
-0.08916,CIDM,2018,Q1
-0.09465,CIDM,2018,Q2
-0.08797,CIDM,2018,Q3
-0.16497,CIDM,2018,Q4
-0.13356,CIDM,2019,Q1
-0.0768,CIDM,2019,Q2
-0.05322,CIDM,2019,Q3
-0.08415,CIDM,2019,Q4
-0.21124,CIDM,2020,Q1
-0.23231,CIDM,2020,Q2
-0.07105,CIDM,2020,Q3
-0.05952,CIDM,2020,Q4
0.03036,CIDM,2021,Q1
-0.00163,CIDM,2021,Q2
-0.00282,CIDM,2021,Q3
-0.01513,CIDM,2021,Q4
-0.03473,CIDM,2022,Q1
-0.03252,CIDM,2022,Q2
-67.01445,CIE,2016,Q4
-10.39297,CIE,2017,Q1
-6.2849,CIE,2017,Q2
-5.05364,CIE,2017,Q3
-11.03199,CIE,2017,Q4
0.02744,CIEN,2017,Q1
0.26827,CIEN,2017,Q2
0.42123,CIEN,2017,Q3
8.10667,CIEN,2017,Q4
-3.28902,CIEN,2018,Q1
0.09624,CIEN,2018,Q2
0.35453,CIEN,2018,Q3
0.44535,CIEN,2018,Q4
0.21505,CIEN,2019,Q1
0.33769,CIEN,2019,Q2
0.55769,CIEN,2019,Q3
0.5188,CIEN,2019,Q4
0.40385,CIEN,2020,Q1
0.59569,CIEN,2020,Q2
0.92255,CIEN,2020,Q3
0.42032,CIEN,2020,Q4
0.35668,CIEN,2021,Q1
0.66452,CIEN,2021,Q2
1.53526,CIEN,2021,Q3
0.66674,CIEN,2021,Q4
0.29519,CIEN,2022,Q1
0.25573,CIEN,2022,Q2
0.07014,CIEN,2022,Q3
0.3907,CIEN,2022,Q4
0.75023,CIK,2016,Q4
0.19491,CIK,2017,Q1
0.15806,CIK,2017,Q2
0.39366,CIK,2017,Q3
3.74584,CIK,2017,Q4
0.4803,CIK,2018,Q1
0.47415,CIK,2018,Q2
0.09505,CIK0001446,2016,Q4
0.2701,CIK0001446,2017,Q1
0.00188,CIK0001446,2017,Q2
0.25043,CIK0001446,2017,Q3
-0.0207,CIK0001446,2017,Q4
-0.06959,CIO,2019,Q3
0.01822,CIO,2019,Q4
-0.01893,CIO,2020,Q1
-0.02969,CIO,2020,Q2
0.02368,CIO,2020,Q3
-0.03417,CIO,2020,Q4
1.08215,CIO,2021,Q1
-0.00444,CIO,2021,Q2
-0.02271,CIO,2021,Q3
9.89933,CIO,2021,Q4
0.52039,CIO,2022,Q1
0.02393,CIO,2022,Q2
0.00324,CIO,2022,Q3
12.47166,CIVI,2017,Q1
0.07386,CIVI,2017,Q2
0.19722,CIVI,2017,Q3
-0.28596,CIVI,2017,Q4
0.25069,CIVI,2018,Q1
-0.06646,CIVI,2018,Q2
0.26258,CIVI,2018,Q3
-0.04479,CIVI,2018,Q4
0.17662,CIVI,2019,Q1
0.89409,CK00000810,2022,Q1
0.9091,CK00000810,2022,Q2
0.57007,CK00000810,2022,Q3
-11.6577,CK00007861,2017,Q2
,CK00015503,2016,Q4
,CK00015503,2017,Q1
,CK00015503,2017,Q2
,CK00015503,2017,Q3
,CK00015503,2017,Q4
,CK00015503,2018,Q1
,CK00015847,2016,Q4
,CK00015847,2017,Q1
0.68266,CL,2016,Q4
0.64429,CL,2017,Q1
0.59289,CL,2017,Q2
0.68922,CL,2017,Q3
0.36788,CL,2017,Q4
0.72424,CL,2018,Q1
0.73076,CL,2018,Q2
0.60198,CL,2018,Q3
0.69937,CL,2018,Q4
0.64965,CL,2019,Q1
0.68187,CL,2019,Q2
0.67295,CL,2019,Q3
0.75108,CL,2019,Q4
0.8344,CL,2020,Q1
0.7407,CL,2020,Q2
0.81267,CL,2020,Q3
0.75752,CL,2020,Q4
0.8025,CL,2021,Q1
0.82842,CL,2021,Q2
0.75288,CL,2021,Q3
0.17575,CL,2021,Q4
0.66382,CL,2022,Q1
0.71607,CL,2022,Q2
0.73388,CL,2022,Q3
-0.04619,CLAR,2016,Q4
-0.04838,CLAR,2017,Q1
-0.1215,CLAR,2017,Q2
-0.05263,CLAR,2017,Q3
0.19995,CLAR,2017,Q4
0.01339,CLAR,2018,Q1
-0.02581,CLAR,2018,Q2
0.13852,CLAR,2018,Q3
0.11865,CLAR,2018,Q4
0.12705,CLAR,2019,Q1
-0.02316,CLAR,2019,Q2
0.11665,CLAR,2019,Q3
0.41544,CLAR,2019,Q4
0.00121,CLAR,2020,Q1
-0.09218,CLAR,2020,Q2
0.03945,CLAR,2020,Q3
0.22702,CLAR,2020,Q4
0.18147,CLAR,2021,Q1
0.05882,CLAR,2021,Q2
0.14086,CLAR,2021,Q3
0.36273,CLAR,2021,Q4
0.14732,CLAR,2022,Q1
0.10109,CLAR,2022,Q2
0.07362,CLAR,2022,Q3
-0.77446,CLBS,2016,Q4
-1.11601,CLBS,2017,Q1
4.33692,CLBS,2017,Q2
-0.37689,CLBS,2017,Q3
-0.37194,CLBS,2017,Q4
-0.52133,CLBS,2018,Q1
-0.42475,CLBS,2018,Q2
-0.36426,CLBS,2018,Q3
-0.36101,CLBS,2018,Q4
-0.43552,CLBS,2019,Q1
-0.49447,CLBS,2019,Q2
-0.47028,CLBS,2019,Q3
-0.47367,CLBS,2019,Q4
-0.3756,CLBS,2020,Q1
0.50225,CLBS,2020,Q2
-0.28658,CLBS,2020,Q3
-0.27978,CLBS,2020,Q4
-0.19144,CLBS,2021,Q1
-0.13491,CLBS,2021,Q2
-0.12873,CLBS,2021,Q3
-0.44003,CLBS,2021,Q4
-0.06978,CLBS,2022,Q1
-0.10946,CLBS,2022,Q2
-0.61756,CLBS,2022,Q3
0.59681,CLC,2016,Q4
0.34454,CLCT,2017,Q2
0.34933,CLCT,2017,Q3
0.12303,CLCT,2017,Q4
0.42377,CLCT,2018,Q1
0.01828,CLCT,2018,Q2
0.16925,CLCT,2018,Q3
0.11196,CLCT,2018,Q4
0.23855,CLCT,2019,Q1
0.16573,CLCT,2019,Q2
0.39814,CLCT,2019,Q3
0.31387,CLCT,2019,Q4
0.40265,CLCT,2020,Q1
0.29112,CLCT,2020,Q2
0.2144,CLCT,2020,Q3
292.96527,CLCT,2020,Q4
0.66046,CLCT,2021,Q1
0.81808,CLCT,2021,Q2
-0.88199,CLDR,2016,Q4
-5.77647,CLDR,2017,Q1
-0.47752,CLDR,2017,Q2
-0.39954,CLDR,2017,Q3
-0.19154,CLDR,2017,Q4
-0.34798,CLDR,2018,Q1
-0.22324,CLDR,2018,Q2
-0.17428,CLDR,2018,Q3
-0.42811,CLDR,2018,Q4
-0.38006,CLDR,2019,Q1
-0.31416,CLDR,2019,Q2
-0.28981,CLDR,2019,Q3
-0.22068,CLDR,2019,Q4
-0.19646,CLDR,2020,Q1
-0.11993,CLDR,2020,Q2
-0.04482,CLDR,2020,Q3
-0.18047,CLDR,2020,Q4
-0.13811,CLDR,2021,Q1
-0.11351,CLDR,2021,Q2
0.06942,CLDT,2016,Q4
0.12025,CLDT,2017,Q1
0.13067,CLDT,2017,Q2
0.36663,CLDT,2017,Q3
0.12538,CLDT,2017,Q4
0.06225,CLDT,2018,Q1
0.29182,CLDT,2018,Q2
0.31593,CLDT,2018,Q3
-0.0037,CLDT,2018,Q4
0.03465,CLDT,2019,Q1
0.20181,CLDT,2019,Q2
0.21319,CLDT,2019,Q3
-0.05006,CLDT,2019,Q4
-0.59178,CLDT,2020,Q1
-0.57127,CLDT,2020,Q2
-0.38447,CLDT,2020,Q3
-0.07145,CLDT,2020,Q4
0.05624,CLDT,2021,Q1
-0.18122,CLDT,2021,Q2
-0.06783,CLDT,2021,Q3
-0.27025,CLDT,2021,Q4
-0.23449,CLDT,2022,Q1
0.14693,CLDT,2022,Q2
0.20781,CLDT,2022,Q3
0.34317,CLF,2016,Q4
-0.10597,CLF,2017,Q1
0.1074,CLF,2017,Q2
0.18034,CLF,2017,Q3
1.04613,CLF,2017,Q4
-0.28358,CLF,2018,Q1
0.55474,CLF,2018,Q2
1.46973,CLF,2018,Q3
2.05886,CLF,2018,Q4
-0.07633,CLF,2019,Q1
0.5831,CLF,2019,Q2
0.33672,CLF,2019,Q3
0.23253,CLF,2019,Q4
-0.17512,CLF,2020,Q1
-0.31046,CLF,2020,Q2
-0.02505,CLF,2020,Q3
0.15228,CLF,2020,Q4
0.08367,CLF,2021,Q1
1.59184,CLF,2021,Q2
2.46,CLF,2021,Q3
1.72432,CLF,2021,Q4
1.59662,CLF,2022,Q1
1.14395,CLF,2022,Q2
0.29074,CLF,2022,Q3
0.06463,CLFD,2017,Q1
0.06678,CLFD,2017,Q2
0.0594,CLFD,2017,Q3
0.09368,CLFD,2017,Q4
0.07015,CLFD,2018,Q1
-0.0227,CLFD,2018,Q2
0.13069,CLFD,2018,Q3
0.1405,CLFD,2018,Q4
0.07537,CLFD,2019,Q1
0.02741,CLFD,2019,Q2
0.09672,CLFD,2019,Q3
0.1398,CLFD,2019,Q4
0.03709,CLFD,2020,Q1
0.05531,CLFD,2020,Q2
0.22185,CLFD,2020,Q3
0.21716,CLFD,2020,Q4
0.23103,CLFD,2021,Q1
0.2651,CLFD,2021,Q2
0.44476,CLFD,2021,Q3
0.54054,CLFD,2021,Q4
0.75621,CLFD,2022,Q1
0.6721,CLFD,2022,Q2
0.92727,CLFD,2022,Q3
1.23384,CLFD,2022,Q4
0.04189,CLGX,2016,Q4
0.18285,CLGX,2017,Q1
0.48801,CLGX,2017,Q2
0.36893,CLGX,2017,Q3
0.79248,CLGX,2017,Q4
0.34813,CLGX,2018,Q1
0.7199,CLGX,2018,Q2
0.27827,CLGX,2018,Q3
0.15724,CLGX,2018,Q4
0.02104,CLGX,2019,Q1
-0.06924,CLGX,2019,Q2
0.29065,CLGX,2019,Q3
0.38018,CLGX,2019,Q4
0.42794,CLGX,2020,Q1
0.7431,CLGX,2020,Q2
1.42378,CLGX,2020,Q3
1.25067,CLGX,2020,Q4
0.73144,CLGX,2021,Q1
-0.22147,CLH,2016,Q4
-0.3736,CLH,2017,Q1
0.45253,CLH,2017,Q2
0.21156,CLH,2017,Q3
1.48122,CLH,2017,Q4
-0.22373,CLH,2018,Q1
0.54758,CLH,2018,Q2
0.55459,CLH,2018,Q3
0.2938,CLH,2018,Q4
0.01748,CLH,2019,Q1
0.64867,CLH,2019,Q2
0.65117,CLH,2019,Q3
0.43277,CLH,2019,Q4
0.20754,CLH,2020,Q1
0.5221,CLH,2020,Q2
0.98773,CLH,2020,Q3
0.71541,CLH,2020,Q4
0.3972,CLH,2021,Q1
1.22572,CLH,2021,Q2
1.20275,CLH,2021,Q3
0.90042,CLH,2021,Q4
0.83301,CLH,2022,Q1
2.72357,CLH,2022,Q2
2.50964,CLH,2022,Q3
-0.0276,CLNE,2016,Q4
0.41021,CLNE,2017,Q1
-0.11826,CLNE,2017,Q2
-0.62375,CLNE,2017,Q3
-0.18728,CLNE,2017,Q4
0.08031,CLNE,2018,Q1
-0.07364,CLNE,2018,Q2
-0.05357,CLNE,2018,Q3
0.03358,CLNE,2018,Q4
-0.05361,CLNE,2019,Q1
-0.0263,CLNE,2019,Q2
-0.02117,CLNE,2019,Q3
0.20068,CLNE,2019,Q4
0.00831,CLNE,2020,Q1
-0.03357,CLNE,2020,Q2
-0.01143,CLNE,2020,Q3
-0.01292,CLNE,2020,Q4
-0.03603,CLNE,2021,Q1
-0.40035,CLNE,2021,Q2
-0.01875,CLNE,2021,Q3
-0.00904,CLNE,2021,Q4
-0.10869,CLNE,2022,Q1
-0.0595,CLNE,2022,Q2
-0.04024,CLNE,2022,Q3
0.07467,CLR,2016,Q4
0.00126,CLR,2017,Q1
-0.17126,CLR,2017,Q2
0.02862,CLR,2017,Q3
2.26821,CLR,2017,Q4
0.62966,CLR,2018,Q1
0.65192,CLR,2018,Q2
0.84463,CLR,2018,Q3
0.53156,CLR,2018,Q4
0.50186,CLR,2019,Q1
0.63448,CLR,2019,Q2
0.4278,CLR,2019,Q3
0.52747,CLR,2019,Q4
-0.50811,CLR,2020,Q1
-0.66431,CLR,2020,Q2
-0.22047,CLR,2020,Q3
-0.25672,CLR,2020,Q4
0.71965,CLR,2021,Q1
0.80192,CLR,2021,Q2
1.02431,CLR,2021,Q3
2.05976,CLR,2021,Q4
1.66609,CLR,2022,Q1
3.36906,CLR,2022,Q2
2.83327,CLR,2022,Q3
-34.05242,CLRB,2016,Q4
-24.07374,CLRB,2017,Q1
-23.18772,CLRB,2017,Q2
-25.76427,CLRB,2017,Q3
-32.17125,CLRB,2017,Q4
-20.67934,CLRB,2018,Q1
-16.86739,CLRB,2018,Q2
-16.50539,CLRB,2018,Q3
-7.28972,CLRB,2018,Q4
-7.58697,CLRB,2019,Q1
-4.4916,CLRB,2019,Q2
-4.14213,CLRB,2019,Q3
-3.59353,CLRB,2019,Q4
-4.21486,CLRB,2020,Q1
-2.61856,CLRB,2020,Q2
-1.47897,CLRB,2020,Q3
-1.21995,CLRB,2020,Q4
-1.32058,CLRB,2021,Q1
-1.25221,CLRB,2021,Q2
-1.08497,CLRB,2021,Q3
-4.29048,CLRB,2021,Q4
-1.02555,CLRB,2022,Q1
-1.21684,CLRB,2022,Q2
-1.27842,CLRB,2022,Q3
-0.4951,CLSK,2022,Q4
-0.27631,CLVT,2019,Q4
-0.21566,CLVT,2020,Q1
-0.00397,CLVT,2020,Q2
-0.09595,CLVT,2020,Q3
0.01067,CLVT,2020,Q4
-0.03936,CLVT,2021,Q1
-0.13508,CLVT,2021,Q2
0.00135,CLVT,2021,Q3
-0.31559,CLVT,2021,Q4
0.07757,CLVT,2022,Q1
0.06481,CLVT,2022,Q2
-6.58359,CLVT,2022,Q3
1.15956,CLX,2017,Q2
1.3359,CLX,2017,Q3
1.55676,CLX,2017,Q4
1.48815,CLX,2018,Q1
1.80119,CLX,2018,Q2
1.39559,CLX,2018,Q3
1.68087,CLX,2018,Q4
1.64315,CLX,2019,Q1
1.42112,CLX,2019,Q2
1.45634,CLX,2019,Q3
1.90272,CLX,2019,Q4
1.61338,CLX,2020,Q1
1.4748,CLX,2020,Q2
1.91789,CLX,2020,Q3
2.45275,CLX,2020,Q4
3.30046,CLX,2021,Q1
2.03619,CLX,2021,Q2
-0.48563,CLX,2021,Q3
0.76949,CLX,2021,Q4
1.15466,CLX,2022,Q1
0.56107,CLX,2022,Q2
1.21888,CLX,2022,Q3
0.81829,CLX,2022,Q4
0.68916,CLX,2023,Q1
-0.43026,CMBG,2016,Q4
-0.43146,CMBG,2017,Q1
-0.43866,CMBG,2017,Q2
-0.42752,CMBG,2017,Q3
-0.47903,CMBG,2017,Q4
-0.50747,CMBG,2018,Q1
-0.52518,CMBG,2018,Q2
-0.72367,CMBG,2018,Q3
-0.44555,CMBG,2018,Q4
-0.51435,CMBG,2019,Q1
-0.62909,CMBG,2019,Q2
-0.82357,CMBG,2019,Q3
-0.65771,CMBG,2019,Q4
-0.59705,CMBG,2020,Q1
-0.6977,CMBG,2020,Q2
-0.87669,CMBG,2020,Q3
-1.46944,CMBM,2019,Q2
0.07607,CMBM,2019,Q3
